assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1
WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018,SPRAT22-32,ICES,WGBFAS,1973-2017,1973,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Baltic Areas 22-32,multinational-ICES-22-32,Sprat Baltic Areas 22-32,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.22–32.pdf,Current,Poland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1974,2017,1974,2016,1974,2016,2016,2,2010,2009
WGBFAS-SPRAT22-32-1973-2018-ICESIMP2018,SPRAT22-32,ICES,WGBFAS,1973-2018,1973,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),Baltic Areas 22-32,multinational-ICES-22-32,Sprat Baltic Areas 22-32,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,,Current,Poland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1974,2018,1974,2017,1974,2017,2017,1,2010,2009
HAWG-SPRATIIIa-1974-2016-ICESIMP2016,SPRATIIIa,ICES,HAWG,1974-2016,1974,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Sprat Kattegat and Skagerrak,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-kask.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2015,2015,3,2015,2014
HAWG-SPRATIIIa-1974-2016-ICESIMP2018,SPRATIIIa,ICES,HAWG,1974-2016,1974,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Sprat Kattegat and Skagerrak,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.3a.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2016,2016,2,2015,2014
HAWG-SPRATIIIa-1974-2017-ICESIMP2018,SPRATIIIa,ICES,HAWG,1974-2017,1974,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Sprat Kattegat and Skagerrak,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2017,2017,1,2015,2014
HAWG-SPRATNS-1974-2013-ICESIMP2016,SPRATNS,ICES,HAWG,1974-2013,1974,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/spr-nsea_201305211647.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1974,2013,1974,2012,1974,2012,2012,6,2007,2006
HAWG-SPRATNS-1974-2014-ICESIMP2016,SPRATNS,ICES,HAWG,1974-2014,1974,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/spr-nsea.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1974,2014,1974,2013,1974,2013,2013,5,2007,2006
HAWG-SPRATNS-1974-2015-ICESIMP2016,SPRATNS,ICES,HAWG,1974-2015,1974,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/spr-nsea.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1974,2015,1974,2014,1974,2014,2014,4,2007,2006
HAWG-SPRATNS-1974-2016-ICESIMP2016,SPRATNS,ICES,HAWG,1974-2016,1974,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-nsea.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1974,2016,1974,2015,1974,2015,2015,3,2007,2006
HAWG-SPRATNS-1974-2017-ICESIMP2018,SPRATNS,ICES,HAWG,1974-2017,1974,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.4.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1974,2017,1974,2016,1974,2016,2016,2,2007,2006
HAWG-SPRATNS-1974-2018-ICESIMP2018,SPRATNS,ICES,HAWG,1974-2018,1974,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1974,2018,1974,2017,1974,2017,2017,1,2007,2006
HAWG-SPRATNS-1995-2007-MINTO,SPRATNS,ICES,HAWG,1995-2007,1995,2007,Statistical catch at age model,CSA,Catch-Survey Analysis (like a state space approach),multinational,Europe (EU),North Sea,multinational-ICES-IV,Sprat North Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,Current,Denmark,27,NULL,0.75,2007,,NA,NA,1996,2007,1996,2007,NA,NA,2007,7,2007,2006
HAWG-SPRATVI-VIIabcfghijk-1960-2016-ICESIMP2018,SPRATVI-VIIabcfghijk,ICES,HAWG,1960-2016,1960,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcfghijk,multinational-ICES-VI-VIIabcfghijk,Sprat ICES 6-7abcfghijk,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.67a–cf–k.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,2016,2016,1,2014,2013
HAWG-SPRATVI-VIIabcfghijk-1985-2015-ICESIMP2016,SPRATVI-VIIabcfghijk,ICES,HAWG,1985-2015,1985,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcfghijk,multinational-ICES-VI-VIIabcfghijk,Sprat ICES 6-7abcfghijk,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/spr-celt.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2014,2014,2,2014,2013
HAWG-SPRATVIIde-1985-2016-ICESIMP2016,SPRATVIIde,ICES,HAWG,1985-2016,1985,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7de,multinational-ICES-VIIde,Sprat ICES 7de,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-ech.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2015,2015,3,2015,2014
HAWG-SPRATVIIde-1985-2016-ICESIMP2018,SPRATVIIde,ICES,HAWG,1985-2016,1985,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7de,multinational-ICES-VIIde,Sprat ICES 7de,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.7de.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,2013,2016,2013,2016,1985,2016,2016,2,2015,2014
HAWG-SPRATVIIde-1985-2017-ICESIMP2018,SPRATVIIde,ICES,HAWG,1985-2017,1985,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7de,multinational-ICES-VIIde,Sprat ICES 7de,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,2013,2017,1985,2017,2017,1,2015,2014
WGEF-SPRAYIIIa-IV-VIId-1993-2014-ICESIMP2018,SPRAYIIIa-IV-VIId,ICES,WGEF,1993-2014,1993,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Spotted ray ICES 3a-4-7d,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja montagui,Raja montagui,Spotted ray,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/rjm-347d.pdf,Current,Netherlands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2014,NA,NA,2012,2014,2014,2,2014,2013
WGEF-SPRAYIIIa-IV-VIId-2009-2016-ICESIMP2018,SPRAYIIIa-IV-VIId,ICES,WGEF,2009-2016,2009,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Spotted ray ICES 3a-4-7d,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja montagui,Raja montagui,Spotted ray,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/rjm.27.3a47d.pdf,Current,Netherlands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2016,2016,1,2014,2013
STECF-SPRBLKGSA29-1991-2010-BANOBI,SPRBLKGSA29,GFCM,STECF,1991-2010,1991,2010,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Sprat Black Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,0,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,Current,Ukraine,37,NULL,0.95,NULL,,NA,NA,1991,2010,1991,2007,1991,2010,2007,2,2007,2006
STECF-SPRBLKGSA29-1995-2014-OSIO,SPRBLKGSA29,GFCM,STECF,1995-2014,1995,2014,Statistical catch at age model,ICA,Integrated Catch-at-age Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Sprat Black Sea,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,Sprattus sprattus,Sprat,999,https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf,Current,Ukraine,37,JRC Meeting: EWG15_12,NA,NA,NA,NA,NA,1995,2014,1995,2014,1995,2014,2014,1,2007,2006
WGEF-SPURDNEATL-1905-2014-ICESIMP2016,SPURDNEATL,ICES,WGEF,1905-2014,1905,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,Squalus acanthias,Spiny dogfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/dgs-nea.pdf,Current,Norway,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1905,2014,1905,2013,1905,2013,2013,1,2009,2008
WGEF-SPURDNEATL-1905-2016-ICESIMP2018,SPURDNEATL,ICES,WGEF,1905-2016,1905,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Spurdog Northeast Atlantic,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus acanthias,Squalus acanthias,Spiny dogfish,999,,Current,Norway,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1905,2016,1905,2015,1905,2009,2009,2,2009,2008
AFSC-SRAKEROCKBSAI-1977-2010-STACHURA,SRAKEROCKBSAI,NMFS,AFSC,1977-2010,1977,2010,Statistical catch at age model,AD-CAM,an AD-Model builder statistical Catch at Age Model,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Shortraker rockfish Bering Sea and Aleutian Islands,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis,Sebastes borealis,Shortraker rockfish,0,http://www.afsc.noaa.gov/REFM/docs/2010/BSAIshortraker.pdf,Current,USA,67,Assessed together with rougheye rockfish until 2004,0.03,NULL,,NA,NA,1980,2010,1980,2010,1977,2009,2009,2,2009,2008
AFSC-SRAKEROCKBSAI-2004-2014-SISIMP2016,SRAKEROCKBSAI,NMFS,AFSC,2004-2014,2004,2014,Unknown,Unknown,Unknown,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Shortraker rockfish Bering Sea and Aleutian Islands,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes borealis,Sebastes borealis,Shortraker rockfish,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,2002,2014,2004,2014,2004,2014,2014,1,2009,2008
IFOPCH-SSARDCH-2006-2012-CHING,SSARDCH,SUBPESCA,IFOPCH,2006-2012,2006,2012,Unknown,Unknown,Unknown,Chile,South America,Central-Southern Chile,Chile-SUBPESCA-CH-CS,Southern sardine Central-Southern Chile,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus fuegensis,Sprattus fuegensis,Southern sardine,0,NULL,Current,Chile,87,"Described as two species in the assessment, Sprattus guegensis and Strangomera  bentincki.",NA,NA,NA,NA,NA,2006,2012,2006,2012,2006,2011,2011,2,2011,2010
IFOPCH-SSARDCH-2006-2016-PARMA,SSARDCH,SUBPESCA,IFOPCH,2006-2016,2006,2016,Statistical catch at age model,unknown,Unknown statistical catch-at-age model,Chile,South America,Central-Southern Chile,Chile-SUBPESCA-CH-CS,Southern sardine Central-Southern Chile,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus fuegensis,Sprattus fuegensis,Southern sardine,999,NULL,Current,Chile,87,NULL,1.1,NULL,,NA,NA,2006,2016,2006,2016,2006,2016,2016,1,2011,2010
MARAM-SSLOBSTERSASC-1973-2012-Johnston,SSLOBSTERSASC,DETMCM,MARAM,1973-2012,1973,2012,Biomass dynamics model,ASPM,Age-structured surplus production model,South Africa,South Africa,South Africa South coast,South Africa-DETMCM-SASC,Southern spiny lobster South Africa South coast,Malacostraca,Decapoda,Palinuridae,Palinurus,Palinurus gilchristi,Palinurus gilchristi,Southern spiny lobster,0,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SCRL_06.pdf,Current,South Africa,47,NULL,0.1,NULL,,NA,NA,1973,2012,1973,2012,1973,2012,2012,2,2012,2011
MARAM-SSLOBSTERSASC-1973-2014-Johnston,SSLOBSTERSASC,DETMCM,MARAM,1973-2014,1973,2014,Biomass dynamics model,ASPM,Age-structured surplus production model,South Africa,South Africa,South Africa South coast,South Africa-DETMCM-SASC,Southern spiny lobster South Africa South coast,Malacostraca,Decapoda,Palinuridae,Palinurus,Palinurus gilchristi,Palinurus gilchristi,Southern spiny lobster,999,http://www.mth.uct.ac.za/maram/pub/2015/FISHERIES_2015_JUL_SWG_SCRL_04.pdf,Current,South Africa,47,NULL,0.1,NULL,,NA,NA,1973,2014,1973,2014,1973,2014,2014,1,2012,2011
NWFSC-SSTHORNHPCOAST-1901-2005-STANTON,SSTHORNHPCOAST,NMFS,NWFSC,1901-2005,1901,2005,Integrated Analysis,SS2,Stock Synthesis v2.0 model,USA,US West Coast,Pacific Coast,USA-NMFS-PCOAST,Shortspine thornyhead Pacific Coast,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,Sebastolobus alascanus,Sebastolobus alascanus,Shortspine thornyhead,0,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,Current,USA,67,,0.05,,,NA,NA,1901,2005,1962,2004,1962,2004,2004,2,2004,2003
NWFSC-SSTHORNHPCOAST-1901-2013-SISIMP2016,SSTHORNHPCOAST,NMFS,NWFSC,1901-2013,1901,2013,Integrated Analysis,SS3,Stock Synthesis v3.0 model,USA,US West Coast,Pacific Coast,USA-NMFS-PCOAST,Shortspine thornyhead Pacific Coast,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,Sebastolobus alascanus,Sebastolobus alascanus,Shortspine thornyhead,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1901,2013,1901,2012,1901,2012,2012,1,2004,2003
ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,ISC,ISC,1951-2010,1951,2010,Integrated Analysis,SS3,Stock Synthesis v3.0 model,multinational,Pacific Ocean,Western and Central North Pacific,multinational-ISC-WCNPAC,Striped marlin Western and Central North Pacific,Actinopterygii,Perciformes,Istiophoridae,Kajikia,Kajikia audax,Kajikia audax,Striped marlin,0,http://isc.ac.affrc.go.jp/pdf/BILL/ISC11BILLWG-3_WP01.pdf,Current,Japan,77,NULL,NA,NA,NA,NA,NA,1952,2010,1952,2010,1951,2009,2009,2,2009,2008
ISC-STMARLINWCNPAC-1974-2013-SISIMP2016,STMARLINWCNPAC,ISC,ISC,1974-2013,1974,2013,Integrated Analysis,SS3,Stock Synthesis v3.0 model,multinational,Pacific Ocean,Western and Central North Pacific,multinational-ISC-WCNPAC,Striped marlin Western and Central North Pacific,Actinopterygii,Perciformes,Istiophoridae,Kajikia,Kajikia audax,Kajikia audax,Striped marlin,999,,Current,Japan,77,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1975,2013,1975,2013,1974,2013,2013,1,2009,2008
WGNSSK-STRMULLIIIa-IV-VIId-1975-2014-ICESIMP2018,STRMULLIIIa-IV-VIId,ICES,WGNSSK,1975-2014,1975,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Striped red mullet ICES 3a-4-7d,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,Mullus surmuletus,Surmullet,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/mur-347d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,2004,2014,NA,NA,1975,2014,2014,2,2014,2013
WGNSSK-STRMULLIIIa-IV-VIId-2004-2016-ICESIMP2018,STRMULLIIIa-IV-VIId,ICES,WGNSSK,2004-2016,2004,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Striped red mullet ICES 3a-4-7d,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,Mullus surmuletus,Surmullet,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mur.27.3a47d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,2004,2016,2004,2016,2016,1,2014,2013
WGWIDE-STRMULLVI-VIIabcefghijk-VIII-IXa-1975-2014-ICESIMP2018,STRMULLVI-VIIabcefghijk-VIII-IXa,ICES,WGWIDE,1975-2014,1975,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcefghijk-8-9a,multinational-ICES-VI-VIIabcefghijk-VIII-IXa,Striped red mullet ICES 6-7abcefghijk-8-9a,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,Mullus surmuletus,Surmullet,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/mur-west.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2014,2014,2,2014,2013
WGWIDE-STRMULLVI-VIIabcefghijk-VIII-IXa-1975-2016-ICESIMP2018,STRMULLVI-VIIabcefghijk-VIII-IXa,ICES,WGWIDE,1975-2016,1975,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 6-7abcefghijk-8-9a,multinational-ICES-VI-VIIabcefghijk-VIII-IXa,Striped red mullet ICES 6-7abcefghijk-8-9a,Actinopterygii,Perciformes,Mullidae,Mullus,Mullus surmuletus,Mullus surmuletus,Surmullet,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mur.27.67a-ce-k89a.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2016,2016,1,2014,2013
NEFSC-SURFMATLC-1965-2008-JACOBSON,SURFMATLC,NMFS,NEFSC,1965-2008,1965,2008,Biomass dynamics model,Delay difference,Delay difference model,USA,US East Coast,Mid-Atlantic Coast,USA-NMFS-MATLC,Atlantic surfclam Mid-Atlantic Coast,Bivalvia,Veneroida,Mactridae,Spisula,Spisula solidissima,Spisula solidissima,Atlantic surfclam,0,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,Current,USA,21,,0.15,NULL,"not estimated, assummed at M=Fmsy",NA,NA,1981,2008,1981,2008,1965,2008,2008,2,2008,2007
NEFSC-SURFMATLC-1982-2011-SISIMP2016,SURFMATLC,NMFS,NEFSC,1982-2011,1982,2011,Integrated Analysis,SS2,Stock Synthesis v2.0 model,USA,US East Coast,Mid-Atlantic Coast,USA-NMFS-MATLC,Atlantic surfclam Mid-Atlantic Coast,Bivalvia,Veneroida,Mactridae,Spisula,Spisula solidissima,Spisula solidissima,Atlantic surfclam,999,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1982,2011,1982,2011,1981,2011,2011,1,2008,2007
CSIRO-SWHITSE-1945-2007-FULTON,SWHITSE,AFMA,CSIRO,1945-2007,1945,2007,Integrated Analysis,SS2,Stock Synthesis v2.0 model,Australia,Australia,Southeast Australia,Australia-AFMA-SE,School whiting Southeast Australia,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago flindersi,Sillago flindersi,School whiting,0,Received from CSIRO assessment team,Current,Australia,57,Based on fisheries data only,0.5,2005,,NA,NA,1945,2007,1945,2007,1945,2007,2007,3,2007,2006
CSIRO-SWHITSE-1947-2008-MOESENEDER,SWHITSE,AFMA,CSIRO,1947-2008,1947,2008,Integrated Analysis,SS3,Stock Synthesis v3.0 model,Australia,Australia,Southeast Australia,Australia-AFMA-SE,School whiting Southeast Australia,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago flindersi,Sillago flindersi,School whiting,0,attached,Current,Australia,57,,0.534167,NULL,Fem and Male,Estimated,,1947,2008,1947,2008,1947,2008,2008,2,2007,2006
CSIRO-SWHITSE-1947-2016-MOESENEDER,SWHITSE,AFMA,CSIRO,1947-2016,1947,2016,Integrated Analysis,SS3,Stock Synthesis v3.0 model,Australia,Australia,Southeast Australia,Australia-AFMA-SE,School whiting Southeast Australia,Actinopterygii,Perciformes,Sillaginidae,Sillago,Sillago flindersi,Sillago flindersi,School whiting,999,attached,Current,Australia,57,,0.593193,NULL,Single Sex,Estimated,,1947,2016,1947,2016,1947,2016,2016,1,2007,2006
ICCAT-SWORDNATL-1950-2011-SISIMP2016,SWORDNATL,ICCAT,ICCAT,1950-2011,1950,2011,Biomass dynamics model,ASPIC,Surplus production model,multinational,Atlantic Ocean,Northern Atlantic,multinational-ICCAT-NATL,Swordfish Northern Atlantic,Actinopterygii,Perciformes,Xiphiidae,Xiphias,Xiphias gladius,Xiphias gladius,Swordfish,0,,Current,Spain,27,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,2011,2011,2,2011,2010
ICCAT-SWORDNATL-1950-2015-PONS,SWORDNATL,ICCAT,ICCAT,1950-2015,1950,2015,Biomass dynamics model,ASPIC,Surplus production model,multinational,Atlantic Ocean,Northern Atlantic,multinational-ICCAT-NATL,Swordfish Northern Atlantic,Actinopterygii,Perciformes,Xiphiidae,Xiphias,Xiphias gladius,Xiphias gladius,Swordfish,999,http://www.iccat.int/Documents/CVSP/CV070_2014/n_4/CV070041484.pdf,Current,Spain,27,Available at: http://rscloud.iccat.int/kobe/Inputs/swon/2013/aspic/run2/aspic.bot,NA,NA,NA,NA,NA,1950,2012,1950,2012,1950,2015,2012,1,2011,2010
AFSC-TANNERCRABBSAI-1949-2013-HIVELY,TANNERCRABBSAI,NMFS,AFSC,1949-2013,1949,2013,Biomass dynamics model,TCSAM,Tanner Crab Stock Assessment Model,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Tanner crab Bering Sea and Aleutian Islands,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes bairdi,Chionoecetes bairdi,Tanner crab,0,http://www.npfmc.org/wp-content/PDFdocuments/membership/PlanTeam/Crab/September13/tanner.pdf,Current,USA,67,NULL,NA,NA,NA,NA,NA,1949,2012,1965,2012,1966,2013,2012,2,2012,2011
AFSC-TANNERCRABBSAI-1965-2015-SISIMP2016,TANNERCRABBSAI,NMFS,AFSC,1965-2015,1965,2015,Unknown,Unknown,Unknown,USA,US Alaska,Bering Sea and Aleutian Islands,USA-NMFS-BSAI,Tanner crab Bering Sea and Aleutian Islands,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes bairdi,Chionoecetes bairdi,Tanner crab,999,,Current,USA,67,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1965,2015,1965,2014,1965,2014,2014,1,2012,2011
WGEF-TBSKAIIIa-IV-VIId-1993-2014-ICESIMP2018,TBSKAIIIa-IV-VIId,ICES,WGEF,1993-2014,1993,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Thornback skate ICES 3a-4-7d,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja clavata,Raja clavata,Thornback skate,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/rjc-347d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1993,2014,NA,NA,2012,2014,2014,2,2014,2013
