"stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","interval","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","ty_code","num_assess"
"RBRMSETOW",116,"Japan",1,"RBRMSETOW_1",116,3,1,2010,NA,8510,8620,0.266745005875441,0.264,18103,NA,0.173,NA,0.290007181130199,NA,NA,NA,1472.23,NA,8510,0.266745005875441,18103,0.173,0.290007181130199,NA,1472.23,1,2
"SPANMACKSETO",159,"Japan",1,"SPANMACKSETO_1",159,3,1,2010,NA,4180,4610,0.344497607655502,0.313,16707,NA,0.283,NA,0.115520440533908,NA,NA,NA,1182.94,NA,4180,0.344497607655502,16707,0.283,0.115520440533908,NA,1182.94,1,2
"RROCKLOBSTERCRA1",124,"New Zealand",1,"RROCKLOBSTERCRA1_1",124,12,2,2001,NA,614,1770,0.167,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,0.167,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA2",125,"New Zealand",1,"RROCKLOBSTERCRA2_1",125,11,2,2001,NA,428,1170,0.291,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,0.291,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA3",126,"New Zealand",1,"RROCKLOBSTERCRA3_1",126,6,2,2007,NA,1640,164,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1640,0.373,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA4",127,"New Zealand",1,"RROCKLOBSTERCRA4_1",127,5,1,2005,NA,638,1640,0.314,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,0.314,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA5",128,"New Zealand",1,"RROCKLOBSTERCRA5_1",128,12,2,2002,NA,5310,2500,0.29,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5310,0.29,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA7",129,"New Zealand",1,"RROCKLOBSTERCRA7_1",129,9,2,2005,NA,589,406,0.159,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,0.159,NA,NA,NA,NA,NA,1,2
"RROCKLOBSTERCRA8",130,"New Zealand",1,"RROCKLOBSTERCRA8_1",130,9,2,2005,NA,2220,2300,0.229,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,0.229,NA,NA,NA,NA,NA,1,2
"ALBANPAC",3,"Pacific Ocean",1,"ALBANPAC_1",3,3,1,2012,NA,895000,669000,0.103798882681564,0.119880418535127,24810.4438,49680,0.7706,NA,2.94230931894898,2.21417069243156,0.661821956916688,NA,480851.867302645,NA,895000,0.103798882681564,24810.4438,0.7706,2.94230931894898,0.661821956916688,480851.867302645,1,2
"PACBTUNA",91,"Pacific Ocean",1,"PACBTUNA_1",91,2,1,2012,NA,34900,44800,0.435530085959885,0.339285714285714,NA,105960,1.63,NA,NA,0.248206870517176,NA,NA,28062.0578629709,3091.2,34900,0.435530085959885,NA,1.63,NA,NA,28062.0578629709,1,2
"STMARLINWCNPAC",167,"Pacific Ocean",1,"STMARLINWCNPAC_1",167,4,1,2009,NA,6410,5330,0.385335413416537,0.48,2819,2712.86,NA,0.612,NA,0.409162286295644,NA,1.37254901960784,NA,2056.314,6410,0.385335413416537,2819,NA,NA,NA,NA,1,2
"ANCHOSA",8,"South Africa",1,"ANCHOSA_1",8,4,1,2011,NA,1820000,1170000,0.0352,0.07,204441,333000,NA,NA,8.90232389784828,3.51351351351351,NA,NA,NA,NA,1820000,0.0352,204441,NA,8.90232389784828,NA,NA,1,2
"CHAKESA",29,"South Africa",1,"CHAKESA_1",29,2,1,2013,NA,469000,596000,0.05,0.043,63100,108600,NA,0.32,2.25039619651347,1.9060773480663,0.141643059490085,NA,165557,118714.162751658,469000,0.05,63100,NA,2.25039619651347,0.141643059490085,165557,1,2
"CRLOBSTERSA12",39,"South Africa",1,"CRLOBSTERSA12_1",39,2,1,2012,NA,723,404,0.00423,0.00757425742574257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,0.00423,NA,NA,NA,NA,NA,1,2
"CRLOBSTERSA34",40,"South Africa",1,"CRLOBSTERSA34_1",40,2,1,2012,NA,3880,3780,0.0707,0.0703703703703704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880,0.0707,NA,NA,NA,NA,NA,1,2
"CRLOBSTERSA56",41,"South Africa",1,"CRLOBSTERSA56_1",41,2,1,2012,NA,3110,5220,0.0746,0.042911877394636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3110,0.0746,NA,NA,NA,NA,NA,1,2
"CRLOBSTERSA7",42,"South Africa",1,"CRLOBSTERSA7_1",42,2,1,2012,NA,2720,197,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720,0.102,NA,NA,NA,NA,NA,1,2
"CRLOBSTERSA8",43,"South Africa",1,"CRLOBSTERSA8_1",43,2,1,2012,NA,8390,8520,0.27,0.190140845070423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8390,0.27,NA,NA,NA,NA,NA,1,2
"DEEPCHAKESA",45,"South Africa",1,"DEEPCHAKESA_1",45,2,1,2013,NA,564000,498000,0.36,0.262,181000,164300,0.41,0.35,1.11049723756906,0.961655508216677,0.878048780487805,0.748571428571429,231240,174300,564000,0.36,181000,0.41,1.11049723756906,0.878048780487805,231240,1,2
"PTOOTHFISHPEI",112,"South Africa",1,"PTOOTHFISHPEI_1",112,2,1,2013,NA,34400,94400,0.00770348837209302,0.001,9179.58,19361,0.12,0.12,2.5709237241791,3.60002066008987,NA,NA,3652.44146992496,10022.9789174685,34400,0.00770348837209302,9179.58,0.12,2.5709237241791,NA,3652.44146992496,1,2
"SAABALONESA",134,"South Africa",1,"SAABALONESA_1",134,2,1,2013,NA,7150,6420,0.11,0.163551401869159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7150,0.11,NA,NA,NA,NA,NA,1,2
"SARDSA",140,"South Africa",1,"SARDSA_1",140,4,1,2011,NA,997000,1420000,0.11,0.12,NA,72000,NA,NA,NA,NA,NA,NA,NA,NA,997000,0.11,NA,NA,NA,NA,NA,1,2
"SSLOBSTERSASC",165,"South Africa",1,"SSLOBSTERSASC_1",165,2,1,2012,NA,1310,1600,0.225,0.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,0.225,NA,NA,NA,NA,NA,1,2
"PATGRENADIERCH",93,"South America",1,"PATGRENADIERCH_1",93,3,1,2012,NA,338000,397000,0.27,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338000,0.27,NA,NA,NA,NA,NA,1,2
"SOUTHHAKECH",157,"South America",1,"SOUTHHAKECH_1",157,3,1,2011,NA,322000,410000,0.0838509316770186,0.0305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322000,0.0838509316770186,NA,NA,NA,NA,NA,1,2
"SPHAKECH",160,"South America",1,"SPHAKECH_1",160,3,1,2012,NA,288000,346000,0.17,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288000,0.17,NA,NA,NA,NA,NA,1,2
"SSARDCH",164,"South America",1,"SSARDCH_1",164,5,1,2011,NA,94700,93600,0.173178458289335,0.152777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94700,0.173178458289335,NA,NA,NA,NA,NA,1,2
"PTOOTHFISHCH",111,"South America",1,"PTOOTHFISHCH_1",111,3,1,2011,NA,68400,17700,0.14,0.250847457627119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68400,0.14,NA,NA,NA,NA,NA,1,2
"PANCHPERUNC",92,"South America",1,"PANCHPERUNC_1",92,7,2,2008,NA,11800000,8800000,0.446610169491525,0.693,6660000,6000000,NA,NA,1.77177177177177,1.46666666666667,NA,NA,NA,NA,11800000,0.446610169491525,6660000,NA,1.77177177177177,NA,NA,1,2
"ARGANCHOSARG",13,"South America",1,"ARGANCHOSARG_1",13,8,2,2007,NA,1250000,1670000,0.002616,0.00196,NA,298839,NA,0.17,NA,3.13546759291793,NA,0.0352941176470588,NA,164003.406237928,1250000,0.002616,NA,NA,NA,NA,NA,1,2
"ARGHAKENARG",14,"South America",1,"ARGHAKENARG_1",14,3,1,2011,NA,126000,133000,0.644444444444444,0.611,435082,NA,0.379,NA,0.177667658050666,NA,2.09498680738786,NA,34663.9279207557,NA,126000,0.644444444444444,435082,0.379,0.177667658050666,2.09498680738786,34663.9279207557,1,2
"ARGHAKESARG",15,"South America",1,"ARGHAKESARG_1",15,3,1,2011,NA,745000,728000,0.83,0.497,1501500,NA,0.414,NA,0.287712287712288,NA,1.78985507246377,NA,220444.705839918,NA,745000,0.83,1501500,0.414,0.287712287712288,1.78985507246377,220444.705839918,1,2
"PATGRENADIERSARG",94,"South America",1,"PATGRENADIERSARG_1",94,9,2,2006,NA,873000,1380000,0.192439862542955,0.11,NA,372542,NA,0.3294,NA,1.81724476703298,NA,0.595021250758956,NA,337345.687088716,873000,0.192439862542955,NA,NA,NA,NA,NA,1,2
"SBWHITARGS",145,"South America",1,"SBWHITARGS_1",145,7,2,2007,NA,196000,560000,0.217857142857143,0.0706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196000,0.217857142857143,NA,NA,NA,NA,NA,1,2
"ALPLAICBSAI",4,"US Alaska",1,"ALPLAICBSAI_1",4,4,1,2010,NA,554000,765000,0.0292418772563177,0.0181699346405229,115087,155900,0.175,0.77,1.94635362812481,1.92431045542014,0.275428571428571,0.0435064935064935,83560.2913204317,369256.422050047,554000,0.0292418772563177,115087,0.175,1.94635362812481,0.275428571428571,83560.2913204317,1,2
"ARFLOUNDBSAI",10,"US Alaska",1,"ARFLOUNDBSAI_1",10,5,1,2009,NA,908000,1050000,0.0329295154185022,0.0158,194266,244650,0.18,0.29,2.60467606271813,3.06969139587165,0.211666666666667,0.0896551724137931,131309.503557234,232627.142145715,908000,0.0329295154185022,194266,0.18,2.60467606271813,0.211666666666667,131309.503557234,1,2
"ARFLOUNDGA",11,"US Alaska",1,"ARFLOUNDGA_1",11,4,1,2010,NA,2100000,2140000,0.0114761904761905,0.0104,347295,418969,0.204,0.219,3.1961300911329,2.98351429342028,0.078921568627451,0.0460584588131089,340392.433314415,369823.22711887,2100000,0.0114761904761905,347295,0.204,3.1961300911329,0.078921568627451,340392.433314415,1,2
"ATKABSAI",17,"US Alaska",1,"ATKABSAI_1",17,5,1,2009,NA,822000,520000,0.0885644768856448,0.14,118697,91400,0.35,0.468,2.04722950032436,1.55361050328228,0.577142857142857,0.670940170940171,211549.89234747,169864.005816584,822000,0.0885644768856448,118697,0.35,2.04722950032436,0.577142857142857,211549.89234747,1,2
"DSOLEGA",48,"US Alaska",1,"DSOLEGA_1",48,5,1,2009,NA,126000,90000,0.00372222222222222,0.00509,19855,12468,0.12,0.149,2.29161420297154,2.56657042027591,0.0416666666666667,0.0483221476510067,13670.8906139484,11956.5728582915,126000,0.00372222222222222,19855,0.12,2.29161420297154,0.0416666666666667,13670.8906139484,1,2
"DUSROCKGA",49,"US Alaska",1,"DUSROCKGA_1",49,5,1,2009,NA,88500,71100,0.0345762711864407,0.0429,17244,16764,0.121,0.106,1.93690559035027,1.59269863994273,0.394214876033058,0.44811320754717,9747.95382085309,6910.63469762391,88500,0.0345762711864407,17244,0.121,1.93690559035027,0.394214876033058,9747.95382085309,1,2
"FLSOLEBSAI",50,"US Alaska",1,"FLSOLEBSAI_1",50,4,1,2010,NA,776000,772000,0.0259020618556701,0.0239637305699482,111722,117609,0.35,0.342,2.10343531265104,2.04066015355968,0.174285714285714,0.166374269005848,208909.875455745,203822.669650136,776000,0.0259020618556701,111722,0.35,2.10343531265104,0.174285714285714,208909.875455745,1,2
"FLSOLEGA",51,"US Alaska",1,"FLSOLEGA_1",51,4,1,2010,NA,235000,329000,0.0163404255319149,0.0115,32258,39159,0.4,0.53,2.43040486080972,2.91120815138282,0.0815,NA,70686.1770119359,123752.779997221,235000,0.0163404255319149,32258,0.4,2.43040486080972,0.0815,70686.1770119359,1,2
"NROCKBSAI",83,"US Alaska",1,"NROCKBSAI_1",83,5,1,2009,NA,236000,202000,0.0131779661016949,0.0154,50547,44285,0.087,0.071,2.09705818347281,1.59873546347522,0.177011494252874,0.290140845070423,19197.0225716295,13556.7000153172,236000,0.0131779661016949,50547,0.087,2.09705818347281,0.177011494252874,19197.0225716295,1,2
"NROCKGA",84,"US Alaska",1,"NROCKGA_1",84,4,1,2010,NA,111000,103000,0.035045045045045,0.0346,24485,21479,0.074,0.071,2.01756177251378,1.62018715955119,0.510810810810811,0.366525423728814,7691.20100314702,6854.24744945266,111000,0.035045045045045,24485,0.074,2.01756177251378,0.510810810810811,7691.20100314702,1,2
"NRSOLEEBSAI",85,"US Alaska",1,"NRSOLEEBSAI_1",85,2,1,2012,NA,1530000,1630000,0.0497385620915033,0.0456441717791411,265000,259510,0.151,0.164,2.2188679245283,2.32746329621209,0.45364238410596,0.365853658536585,199501.103529329,229419.278319817,1530000,0.0497385620915033,265000,0.151,2.2188679245283,0.45364238410596,199501.103529329,1,2
"PERCHEBSAI",102,"US Alaska",1,"PERCHEBSAI_1",102,5,1,2009,NA,656000,613000,0.0233231707317073,0.0251,148053,137849,0.109,0.074,1.71560184528513,1.64672939230607,0.338532110091743,0.390540540540541,65724.4807630719,42412.5919488729,656000,0.0233231707317073,148053,0.109,1.71560184528513,0.338532110091743,65724.4807630719,1,2
"POPERCHGA",108,"US Alaska",1,"POPERCHGA_1",108,4,1,2010,NA,436000,335000,0.0355504587155963,0.0434,99865,79664,0.119,0.142,1.461973664447,1.35569391444065,0.56890756302521,0.511189634864546,47482.4463952087,43052.4337703632,436000,0.0355504587155963,99865,0.119,1.461973664447,0.56890756302521,47482.4463952087,1,2
"REXSOLEGA",121,"US Alaska",1,"REXSOLEGA_1",121,3,1,2011,NA,49600,117000,0.0580645161290323,0.028974358974359,19434,NA,0.17,0.17,NA,NA,NA,0.577647058823529,7148.09599548728,16861.4361183873,49600,0.0580645161290323,19434,0.17,NA,NA,7148.09599548728,1,2
"RKCRABBB",123,"US Alaska",1,"RKCRABBB_1",123,7,2,2007,NA,123000,104000,0.0861788617886179,0.348,26100,34070,0.29,0.33,1.03831417624521,1.10654534781333,1.34827586206897,1.05454545454545,28459.9342348001,26884.2975199275,123000,0.0861788617886179,26100,0.29,1.03831417624521,1.34827586206897,28459.9342348001,1,2
"SABLEFEBSAIGA",135,"US Alaska",1,"SABLEFEBSAIGA_1",135,4,1,2010,NA,259000,220000,0.0463320463320463,0.0513636363636364,89956,96345,0.093,0.106,1.1561207701543,1.10021277699933,0.649462365591398,0.584905660377358,21905.1952793332,21074.8187431179,259000,0.0463320463320463,89956,0.093,1.1561207701543,0.649462365591398,21905.1952793332,1,2
"SRAKEROCKBSAI",163,"US Alaska",1,"SRAKEROCKBSAI_1",163,5,1,2009,NA,22500,17600,0.00817777777777778,0.0116477272727273,NA,NA,0.03,0.03,NA,NA,NA,NA,675,528,22500,0.00817777777777778,NA,0.03,NA,NA,675,1,2
"WPOLLAI",180,"US Alaska",1,"WPOLLAI_1",180,2,1,2012,NA,193000,235000,0.00505181347150259,0.00408936170212766,72437,84006,0.34,0.33,0.980162071869349,0.995167011880104,0.0147058823529412,0.0212121212121212,51168.3877734535,60748.1722806054,193000,0.00505181347150259,72437,0.34,0.980162071869349,0.0147058823529412,51168.3877734535,1,2
"WPOLLGA",181,"US Alaska",1,"WPOLLGA_1",181,1,1,2013,NA,1260000,1070000,0.0765079365079365,0.09,262344,273000,0.29,0.28,1.43323270210106,1.24542124542125,0.368965517241379,0.385714285714286,276014.932471205,227335.257546561,1260000,0.0765079365079365,262344,0.29,1.43323270210106,0.368965517241379,276014.932471205,1,2
"YSOLEBSAI",188,"US Alaska",1,"YSOLEBSAI_1",188,5,1,2009,NA,2530000,2110000,0.0426877470355731,0.0511848341232227,435000,374000,0.105,0.13,1.88965517241379,1.80748663101604,0.66952380952381,0.615384615384615,237885.184384762,242699.780814055,2530000,0.0426877470355731,435000,0.105,1.88965517241379,0.66952380952381,237885.184384762,1,2
"MENATLAN",76,"US East Coast",1,"MENATLAN_1",76,11,2,2005,NA,784000,689000,0.19515306122449,0.269,NA,NA,0.51,NA,NA,NA,1.0921568627451,NA,257025.112991366,NA,784000,0.19515306122449,NA,0.51,NA,1.0921568627451,257025.112991366,1,2
"BLUEFISHATLC",23,"US East Coast",1,"BLUEFISHATLC_1",23,7,2,2007,NA,83300,154000,0.207683073229292,0.101,111228,NA,0.17,0.19,0.648218074585536,1.04724859233468,1.67058823529412,0.789473684210526,11836.5166049849,24229.0150055992,83300,0.207683073229292,111228,0.17,0.648218074585536,1.67058823529412,11836.5166049849,1,2
"MONKGOMNGB",77,"US East Coast",1,"MONKGOMNGB_1",77,2,1,2009,NA,47300,66100,0.0778012684989429,0.0571860816944024,46074,52930,0.44,0.43,1.02660936753918,1.24881919516342,0.363636363636364,0.232558139534884,14705.8178245625,20172.1928420085,47300,0.0778012684989429,46074,0.44,1.02660936753918,0.363636363636364,14705.8178245625,1,2
"MONKSGBMATL",78,"US East Coast",1,"MONKSGBMATL_1",78,2,1,2009,NA,124000,131000,0.057741935483871,0.0466412213740458,71667,74490,0.37,0.46,1.73022451058367,1.75862531883474,0.216216216216216,0.152173913043478,33437.0305241096,42208.4488268196,124000,0.057741935483871,71667,0.37,1.73022451058367,0.216216216216216,33437.0305241096,1,2
"QUAHATLC",113,"US East Coast",1,"QUAHATLC_1",113,3,1,2008,NA,3120000,1590000,0.00496794871794872,0.00976,1730000,1730000,0.22,0.022,1.80346820809249,0.919075144508671,0.0227272727272727,0.463636363636364,610244.317349657,34255.5970374879,3120000,0.00496794871794872,1730000,0.22,1.80346820809249,0.0227272727272727,610244.317349657,1,2
"SURFMATLC",168,"US East Coast",1,"SURFMATLC_1",168,3,1,2008,NA,1310000,878000,0.028,0.0272,972000,543000,0.15,0.15,1.3477366255144,1.61694290976059,0.186666666666667,0.181333333333333,169764.065453475,113780.801120726,1310000,0.028,972000,0.15,1.3477366255144,0.186666666666667,169764.065453475,1,2
"BNOSESHARATL",24,"US Southeast and Gulf",1,"BNOSESHARATL_1",24,4,1,2005,NA,170000,372000,0.0870588235294118,0.144623655913978,96809,349060,0.08,0.07,NA,NA,1.725,3.5,11861.9325578648,22284.6221081284,170000,0.0870588235294118,96809,0.08,NA,1.725,11861.9325578648,1,2
"GRAMBERGM",54,"US Southeast and Gulf",1,"GRAMBERGM_1",54,8,2,2004,NA,3750,1930,0.468,0.865,7422.4211,4024.7218,0.33,0.5679,0.376082656051337,0.479536250182559,2.12727272727273,1.53195985208664,939.009950647095,748.62257028187,3750,0.468,7422.4211,0.33,0.376082656051337,2.12727272727273,939.009950647095,1,2
"RGROUPGM",122,"US Southeast and Gulf",1,"RGROUPGM_1",122,8,2,2005,NA,43500,40200,0.56,0.0922885572139304,615.5,NA,0.1865,0.21,1.4124328410507,NA,2.64150943396226,0.761904761904762,6921.44608368872,7122.92327598463,43500,0.56,615.5,0.1865,1.4124328410507,2.64150943396226,6921.44608368872,1,2
"RSNAPGM",132,"US Southeast and Gulf",1,"RSNAPGM_1",132,2,1,2011,NA,53900,45900,0.0493,0.0355119825708061,119507.7119,NA,0.0494,0.078,0.451016918850406,NA,1.00612244897959,0.793589743589744,2641.1,3295.62024441658,53900,0.0493,119507.7119,0.0494,0.451016918850406,1.00612244897959,2641.1,1,2
"SBARSHARATL",142,"US Southeast and Gulf",1,"SBARSHARATL_1",142,5,1,2004,NA,1690000,1520000,0.0277514792899408,0.0329605263157895,1928165,NA,0.021,0.015,NA,NA,3.08095238095238,3.73333333333333,32844.2863220405,20280.0865351578,1690000,0.0277514792899408,1928165,0.021,NA,3.08095238095238,32844.2863220405,1,2
"ARFLOUNDPCOAST",12,"US West Coast",1,"ARFLOUNDPCOAST_1",12,7,2,2007,NA,83300,83300,0.0369747899159664,0.0286,11558.7,16593,0.7,0.21,5.47639440421501,3.81486168866389,0.407142857142857,0.136190476190476,37514.4239746105,14217.7776883838,83300,0.0369747899159664,11558.7,0.7,5.47639440421501,0.407142857142857,37514.4239746105,1,2
"CHILISPCOAST",30,"US West Coast",1,"CHILISPCOAST_1",30,8,2,2006,NA,37500,32900,0.00336,0.00387,2390,12126,0.095,NA,NA,1.91324426851394,0.345263157894737,0.0345535714285714,3113.14831218506,3684.8,37500,0.00336,2390,0.095,NA,0.345263157894737,3113.14831218506,1,2
"CROCKPCOAST",44,"US West Coast",1,"CROCKPCOAST_1",44,4,1,2010,NA,31600,15700,0.00140506329113924,0.0052,NA,10464,0.066,0.0304,NA,0.597285932721712,0.0724,0.171052631578947,12141.4890498192,477.28,31600,0.00140506329113924,NA,0.066,NA,0.0724,12141.4890498192,1,2
"DKROCKPCOAST",47,"US West Coast",1,"DKROCKPCOAST_1",47,4,1,2010,NA,14100,13400,0.0248936170212766,0.0137,NA,NA,0.5,0.068,NA,NA,0.816,0.332352941176471,5412.89047805824,851.122261458178,14100,0.0248936170212766,NA,0.5,NA,0.816,5412.89047805824,1,2
"KELPGREENLINGORECOAST",73,"US West Coast",1,"KELPGREENLINGORECOAST_1",73,10,2,2004,NA,1330,698,0.0260902255639098,0.0742120343839542,111,123,0.24,0.125,3.36036036036036,1.38211382113821,NA,NA,319.2,87.25,1330,0.0260902255639098,111,0.24,3.36036036036036,NA,319.2,1,2
"PSOLEPCOAST",110,"US West Coast",1,"PSOLEPCOAST_1",110,3,1,2011,NA,12200,11900,0.0639344262295082,0.085,6922,5805,0.21,0.22,0.622652412597515,0.813092161929371,0.834285714285714,0.386363636363636,2562,2618,12200,0.0639344262295082,6922,0.21,0.622652412597515,0.834285714285714,2562,1,2
"SABLEFPCOAST",136,"US West Coast",1,"SABLEFPCOAST_1",136,4,1,2010,NA,183000,212000,0.0397814207650273,0.0347,44090,54163,0.0526,0.057,1.36992515309594,1.19084984214316,1.04909090909091,0.608771929824561,74925.4354470387,12084,183000,0.0397814207650273,44090,0.0526,1.36992515309594,1.04909090909091,74925.4354470387,1,2
"SSTHORNHPCOAST",166,"US West Coast",1,"SSTHORNHPCOAST_1",166,8,2,2004,NA,251000,144000,0.00337051792828685,0.00488,64600,52258,0.5,0.0238,2.24458204334365,1.57296490489494,0.352,0.265217391304348,96510.432967227,3303.79076534143,251000,0.00337051792828685,64600,0.5,2.24458204334365,0.352,96510.432967227,1,2
"WROCKPCOAST",182,"US West Coast",1,"WROCKPCOAST_1",182,4,1,2010,NA,90500,67900,0.00197790055248619,0.00224,18247,18161,0.197,0.121,2.42779635008495,1.98777600352404,0.0368,0.0185123966942149,33624.4596878584,8215.9,90500,0.00197790055248619,18247,0.197,2.42779635008495,0.0368,33624.4596878584,1,2
"YEYEROCKPCOAST",186,"US West Coast",1,"YEYEROCKPCOAST_1",186,4,1,2010,NA,2150,2150,0.00353488372093023,0.00530232558139535,NA,3705.8824,0.034,0.017,NA,0.580158722791635,0.236,NA,829.12948754357,36.55,2150,0.00353488372093023,NA,0.034,NA,0.236,829.12948754357,1,2
"BOCACCSPCOAST",25,"US West Coast",1,"BOCACCSPCOAST_1",25,4,1,2008,NA,10800,12700,0.00546296296296296,0.00614,NA,20936.94,0.084,0.078,NA,0.606583388021363,0.654761904761905,0.0769230769230769,870.142434172654,885.786439504384,10800,0.00546296296296296,NA,0.084,NA,0.654761904761905,870.142434172654,1,2
"COWCODSCAL",38,"US West Coast",1,"COWCODSCAL_1",38,3,1,2012,NA,1020,1020,0.001,0.00081,1254.5455,1240,0.055,0.05,0.809220985691574,0.82258064516129,0.0181818181818182,0.0162,56.1,51,1020,0.001,1254.5455,0.055,0.809220985691574,0.0181818181818182,56.1,1,2
"CALSCORPSCAL",27,"US West Coast",1,"CALSCORPSCAL_1",27,10,2,2004,NA,1840,1860,0.0298369565217391,0.071,358.8,259,0.3236,0.161,2.12653288740245,2.98841698841699,0.354,0.440993788819876,647.230361971022,299.46,1840,0.0298369565217391,358.8,0.3236,2.12653288740245,0.354,647.230361971022,1,2
"SARDPCOAST",139,"US West Coast",1,"SARDPCOAST_1",139,10,2,2006,NA,884000,1100000,0.102714932126697,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884000,0.102714932126697,NA,NA,NA,NA,NA,1,2
"SEELNSSA4",150,"Europe (EU)",1,"SEELNSSA4_1",150,1,1,2016,NA,287000,284000,0.02,0.024,102000,102000,0.15,0.15,2.81372549019608,2.7843137254902,0.133333333333333,0.16,39976.8107660084,39558.9346952836,287000,0.02,102000,0.15,2.81372549019608,0.133333333333333,39976.8107660084,1,2
"REDDEEPI-II",118,"Europe (non-EU)",1,"REDDEEPI-II_1",118,3,1,2013,NA,1080000,1170000,0.00876851851851852,0.00794871794871795,NA,NA,0.039,0.039,NA,NA,0.205128205128205,0.155641025641026,40300.0498993717,43658.387390986,1080000,0.00876851851851852,NA,0.039,NA,0.205128205128205,40300.0498993717,1,2
"HERRCC",63,"Canada West Coast",1,"HERRCC_1",63,8,2,2007,NA,7100,10800,0.0179279279279279,0.0356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7100,0.0179279279279279,NA,NA,NA,NA,NA,1,2
"HERRPRD",65,"Canada West Coast",1,"HERRPRD_1",65,8,2,2007,NA,16300,16800,0.0291867469879518,0.0544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16300,0.0291867469879518,NA,NA,NA,NA,NA,1,2
"HERRQCI",66,"Canada West Coast",1,"HERRQCI_1",66,8,2,2007,NA,5650,9150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5650,0,NA,NA,NA,NA,NA,1,2
"HERRSOG",67,"Canada West Coast",1,"HERRSOG_1",67,8,2,2007,NA,58400,65700,0.0625766871165644,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58400,0.0625766871165644,NA,NA,NA,NA,NA,1,2
"HERRWCVANI",68,"Canada West Coast",1,"HERRWCVANI_1",68,8,2,2007,NA,4300,2140,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4300,0,NA,NA,NA,NA,NA,1,2
"CODNEARNCW",37,"Europe (non-EU)",1,"CODNEARNCW_1",37,1,1,2015,NA,16800,16800,0.251,0.331,60000,60000,0.1,0.1,0.28,0.28,2.51,3.31,1451.41796418238,1451.41796418238,16800,0.251,60000,0.1,0.28,2.51,1451.41796418238,1,2
"ALBANATL",2,"Atlantic Ocean",1,"ALBANATL_1",2,4,1,2011,NA,529000,325000,0.0378071833648393,0.0615384615384615,416186.6209,435300,0.0871,0.084,1.27106440580921,0.746611532276591,0.422502870264064,0.75,44126.3062038913,22669.5625989541,529000,0.0378071833648393,416186.6209,0.0871,1.27106440580921,0.422502870264064,44126.3062038913,1,2
"CODBA2532",35,"Europe (EU)",1,"CODBA2532_1",35,1,1,2011,NA,198000,291000,0.254545454545455,0.173,88200,NA,0.3,0.3,1.49659863945578,NA,1.30666666666667,0.856666666666667,46744.1576261391,68699.7468141742,198000,0.254545454545455,88200,0.3,1.49659863945578,1.30666666666667,46744.1576261391,1,2
