"stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","interval","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","ty_code","num_assess"
"HERRRIGA",12,"Europe (EU)",15,"HERRRIGA_15",238,4,1,2013,NA,178000,147000,0.148876404494382,0.180272108843537,60000,60000,0.32,0.35,1.78333333333333,1.50833333333333,0.784375,0.842857142857143,44415.5953608033,39574.4222834981,178000,0.148876404494382,60000,0.32,1.78333333333333,0.784375,44415.5953608033,3,7
"HERRRIGA",12,"Europe (EU)",16,"HERRRIGA_16",239,1,1,2014,NA,137000,126000,0.191970802919708,0.208730158730159,60000,60000,0.32,0.32,1.86666666666667,1.71666666666667,0.9375,1.06875,34185.0368788205,31440.2528958495,157000,0.167515923566879,60000,0.32,2.15,0.81875,39175.5532114951,4,7
"HERRRIGA",12,"Europe (EU)",17,"HERRRIGA_17",240,2,1,2014,NA,147000,126000,0.17891156462585,0.208730158730159,60000,60000,0.32,0.32,2,1.71666666666667,0.86875,1.06875,36680.2950451578,31440.2528958495,157000,0.167515923566879,60000,0.32,2.15,0.81875,39175.5532114951,4,7
"HERRRIGA",12,"Europe (EU)",18,"HERRRIGA_18",241,3,1,2014,NA,157000,126000,0.167515923566879,0.208730158730159,60000,60000,0.32,0.32,2.15,1.71666666666667,0.81875,1.06875,39175.5532114951,31440.2528958495,157000,0.167515923566879,60000,0.32,2.15,0.81875,39175.5532114951,4,7
"HERRRIGA",12,"Europe (EU)",19,"HERRRIGA_19",242,1,1,2015,NA,138000,128000,0.238405797101449,0.25703125,60000,60000,0.32,0.32,1.71666666666667,1.56333333333333,1.178125,1.325,34434.5626954543,31939.304529117,149000,0.220805369127517,60000,0.32,1.88333333333333,1.08125,37179.3466784253,5,7
"HERRRIGA",12,"Europe (EU)",20,"HERRRIGA_20",244,2,1,2015,NA,149000,128000,0.220805369127517,0.25703125,60000,60000,0.32,0.32,1.88333333333333,1.56333333333333,1.08125,1.325,37179.3466784253,31939.304529117,149000,0.220805369127517,60000,0.32,1.88333333333333,1.08125,37179.3466784253,5,7
"HERRRIGA",12,"Europe (EU)",21,"HERRRIGA_21",245,1,1,2016,NA,141000,132000,0.219148936170213,0.234090909090909,60000,60000,0.32,0.32,1.60166666666667,1.445,1.096875,1.25,35183.1401453554,32937.4077956519,141000,0.219148936170213,60000,0.32,1.60166666666667,1.096875,35183.1401453554,6,7
"SPRAT22-32",27,"Europe (EU)",7,"SPRAT22-32_7",565,1,1,2012,NA,1780000,1720000,0.129775280898876,0.134302325581395,570000,570000,0.29,0.29,1.65438596491228,1.58771929824561,0.931034482758621,0.993103448275862,448090.849710154,432986.663764868,1280000,0.18046875,570000,0.26,1.24912280701754,1.28076923076923,293053.970171435,2,7
"SPRAT22-32",27,"Europe (EU)",8,"SPRAT22-32_8",566,2,1,2012,NA,1640000,1720000,0.140853658536585,0.134302325581395,570000,570000,0.26,0.29,1.5140350877193,1.58771929824561,1.11153846153846,0.993103448275862,375475.399282151,432986.663764868,1280000,0.18046875,570000,0.26,1.24912280701754,1.28076923076923,293053.970171435,2,7
"SPRAT22-32",27,"Europe (EU)",9,"SPRAT22-32_9",567,3,1,2012,NA,1400000,1720000,0.165,0.134302325581395,570000,570000,0.26,0.29,1.33859649122807,1.58771929824561,1.25,0.993103448275862,320527.779875007,432986.663764868,1280000,0.18046875,570000,0.26,1.24912280701754,1.28076923076923,293053.970171435,2,7
"SPRAT22-32",27,"Europe (EU)",10,"SPRAT22-32_10",548,4,1,2012,NA,1360000,1720000,0.172794117647059,0.134302325581395,570000,570000,0.26,0.29,1.31754385964912,1.58771929824561,1.23846153846154,0.993103448275862,311369.84330715,432986.663764868,1280000,0.18046875,570000,0.26,1.24912280701754,1.28076923076923,293053.970171435,2,7
"SPRAT22-32",27,"Europe (EU)",11,"SPRAT22-32_11",549,5,1,2012,NA,1280000,1720000,0.18046875,0.134302325581395,570000,570000,0.26,0.29,1.24912280701754,1.58771929824561,1.28076923076923,0.993103448275862,293053.970171435,432986.663764868,1280000,0.18046875,570000,0.26,1.24912280701754,1.28076923076923,293053.970171435,2,7
"SPRAT22-32",27,"Europe (EU)",12,"SPRAT22-32_12",550,1,1,2013,NA,1590000,1750000,0.171069182389937,0.155428571428571,570000,570000,0.26,0.29,1.57719298245614,1.75438596491228,1.44230769230769,1.19655172413793,364027.97857233,440538.756737511,1250000,0.2176,570000,0.26,1.29122807017544,1.58076923076923,286185.517745542,3,7
"SPRAT22-32",27,"Europe (EU)",13,"SPRAT22-32_13",551,2,1,2013,NA,1430000,1750000,0.19020979020979,0.155428571428571,570000,570000,0.26,0.29,1.49649122807018,1.75438596491228,1.48461538461538,1.19655172413793,327396.2323009,440538.756737511,1250000,0.2176,570000,0.26,1.29122807017544,1.58076923076923,286185.517745542,3,7
"SPRAT22-32",27,"Europe (EU)",14,"SPRAT22-32_14",552,3,1,2013,NA,1340000,1750000,0.202985074626866,0.155428571428571,570000,570000,0.26,0.29,1.41052631578947,1.75438596491228,1.49230769230769,1.19655172413793,306790.875023221,440538.756737511,1250000,0.2176,570000,0.26,1.29122807017544,1.58076923076923,286185.517745542,3,7
"SPRAT22-32",27,"Europe (EU)",15,"SPRAT22-32_15",553,4,1,2013,NA,1250000,1750000,0.2176,0.155428571428571,570000,570000,0.26,0.29,1.29122807017544,1.75438596491228,1.58076923076923,1.19655172413793,286185.517745542,440538.756737511,1250000,0.2176,570000,0.26,1.29122807017544,1.58076923076923,286185.517745542,3,7
"SPRAT22-32",27,"Europe (EU)",16,"SPRAT22-32_16",554,1,1,2014,NA,1330000,1360000,0.183458646616541,0.179411764705882,570000,570000,0.26,0.26,1.47719298245614,1.36842105263158,1.30769230769231,1.56538461538462,304501.390881257,311369.84330715,1170000,0.208547008547009,570000,0.26,1.21929824561404,1.55,267869.644609827,4,7
"SPRAT22-32",27,"Europe (EU)",17,"SPRAT22-32_17",555,2,1,2014,NA,1240000,1360000,0.196774193548387,0.179411764705882,570000,570000,0.26,0.26,1.34912280701754,1.36842105263158,1.37307692307692,1.56538461538462,283896.033603578,311369.84330715,1170000,0.208547008547009,570000,0.26,1.21929824561404,1.55,267869.644609827,4,7
"SPRAT22-32",27,"Europe (EU)",18,"SPRAT22-32_18",556,3,1,2014,NA,1170000,1360000,0.208547008547009,0.179411764705882,570000,570000,0.26,0.26,1.21929824561404,1.36842105263158,1.55,1.56538461538462,267869.644609827,311369.84330715,1170000,0.208547008547009,570000,0.26,1.21929824561404,1.55,267869.644609827,4,7
"SPRAT22-32",27,"Europe (EU)",19,"SPRAT22-32_19",557,1,1,2015,NA,1760000,1680000,0.140340909090909,0.14702380952381,570000,570000,0.26,0.26,1.48771929824561,1.55964912280702,1.21153846153846,1.03076923076923,402949.208985723,384633.335850009,1840000,0.134239130434783,570000,0.26,1.44385964912281,1.47692307692308,421265.082121438,5,7
"SPRAT22-32",27,"Europe (EU)",20,"SPRAT22-32_20",559,2,1,2015,NA,1840000,1680000,0.134239130434783,0.14702380952381,570000,570000,0.26,0.26,1.44385964912281,1.55964912280702,1.47692307692308,1.03076923076923,421265.082121438,384633.335850009,1840000,0.134239130434783,570000,0.26,1.44385964912281,1.47692307692308,421265.082121438,5,7
"SPRAT22-32",27,"Europe (EU)",21,"SPRAT22-32_21",560,1,1,2016,NA,1940000,1780000,0.127319587628866,0.13876404494382,570000,570000,0.26,0.26,2.24561403508772,2.07017543859649,0.988461538461539,0.857692307692308,444159.923541081,407528.177269652,1940000,0.127319587628866,570000,0.26,2.24561403508772,0.988461538461539,444159.923541081,6,7
"HAKENRTN",6,"Europe (EU)",7,"HAKENRTN_7",124,1,1,2012,NA,216000,308000,0.41712962962963,0.263961038961039,46200,NA,0.27,0.24,4.09090909090909,NA,1.2962962962963,1,42503.2175275953,54597.7250230279,289000,0.338754325259516,45000,0.28,5.48888888888889,0.857142857142857,58712.5779084948,2,7
"HAKENRTN",6,"Europe (EU)",8,"HAKENRTN_8",125,2,1,2012,NA,253000,308000,0.399209486166008,0.263961038961039,46200,NA,0.27,0.24,4.74025974025974,NA,1.14814814814815,1,49783.8612707482,54597.7250230279,289000,0.338754325259516,45000,0.28,5.48888888888889,0.857142857142857,58712.5779084948,2,7
"HAKENRTN",6,"Europe (EU)",9,"HAKENRTN_9",126,3,1,2012,NA,296000,308000,0.330743243243243,0.263961038961039,45000,NA,0.28,0.24,5.64444444444444,NA,0.857142857142857,1,60134.6818716764,54597.7250230279,289000,0.338754325259516,45000,0.28,5.48888888888889,0.857142857142857,58712.5779084948,2,7
"HAKENRTN",6,"Europe (EU)",10,"HAKENRTN_10",107,4,1,2012,NA,267000,308000,0.374531835205993,0.263961038961039,45000,NA,0.28,0.24,5.04444444444444,NA,0.928571428571428,1,54243.1083099243,54597.7250230279,289000,0.338754325259516,45000,0.28,5.48888888888889,0.857142857142857,58712.5779084948,2,7
"HAKENRTN",6,"Europe (EU)",11,"HAKENRTN_11",108,5,1,2012,NA,289000,308000,0.338754325259516,0.263961038961039,45000,NA,0.28,0.24,5.48888888888889,NA,0.857142857142857,1,58712.5779084948,54597.7250230279,289000,0.338754325259516,45000,0.28,5.48888888888889,0.857142857142857,58712.5779084948,2,7
"HAKENRTN",6,"Europe (EU)",12,"HAKENRTN_12",109,1,1,2013,NA,245000,207000,0.404489795918367,0.447342995169082,46200,46200,0.27,0.27,4.37229437229437,3.59307359307359,1.22222222222222,1.55555555555556,48209.6680289854,40732.2501306121,302000,0.296026490066225,45000,0.28,5.6,0.857142857142857,61353.628125832,3,7
"HAKENRTN",6,"Europe (EU)",13,"HAKENRTN_13",110,2,1,2013,NA,306000,207000,0.292156862745098,0.447342995169082,45000,46200,0.28,0.27,5.75555555555556,3.59307359307359,0.821428571428571,1.55555555555556,62166.2589619357,40732.2501306121,302000,0.296026490066225,45000,0.28,5.6,0.857142857142857,61353.628125832,3,7
"HAKENRTN",6,"Europe (EU)",14,"HAKENRTN_14",111,3,1,2013,NA,274000,207000,0.33978102189781,0.447342995169082,45000,46200,0.28,0.27,5.06666666666667,3.59307359307359,0.928571428571428,1.55555555555556,55665.2122731058,40732.2501306121,302000,0.296026490066225,45000,0.28,5.6,0.857142857142857,61353.628125832,3,7
"HAKENRTN",6,"Europe (EU)",15,"HAKENRTN_15",112,4,1,2013,NA,302000,207000,0.296026490066225,0.447342995169082,45000,46200,0.28,0.27,5.6,3.59307359307359,0.857142857142857,1.55555555555556,61353.628125832,40732.2501306121,302000,0.296026490066225,45000,0.28,5.6,0.857142857142857,61353.628125832,3,7
"HAKENRTN",6,"Europe (EU)",16,"HAKENRTN_16",113,1,1,2014,NA,336000,275000,0.288690476190476,0.359636363636364,45000,46200,0.28,0.27,6.06666666666667,4.39393939393939,0.821428571428571,1.25925925925926,68260.9902327137,54112.8926855959,339000,0.286135693215339,45000,0.28,6.02222222222222,0.821428571428571,68870.4633597915,4,7
"HAKENRTN",6,"Europe (EU)",17,"HAKENRTN_17",114,2,1,2014,NA,302000,275000,0.330132450331126,0.359636363636364,45000,46200,0.28,0.27,5.35555555555556,4.39393939393939,0.928571428571428,1.25925925925926,61353.628125832,54112.8926855959,339000,0.286135693215339,45000,0.28,6.02222222222222,0.821428571428571,68870.4633597915,4,7
"HAKENRTN",6,"Europe (EU)",18,"HAKENRTN_18",115,3,1,2014,NA,339000,275000,0.286135693215339,0.359636363636364,45000,46200,0.28,0.27,6.02222222222222,4.39393939393939,0.821428571428571,1.25925925925926,68870.4633597915,54112.8926855959,339000,0.286135693215339,45000,0.28,6.02222222222222,0.821428571428571,68870.4633597915,4,7
"HAKENRTN",6,"Europe (EU)",19,"HAKENRTN_19",116,1,1,2015,NA,326000,364000,0.325153374233129,0.277472527472527,45000,45000,0.28,0.28,6.06666666666667,6.82222222222222,0.892857142857143,0.785714285714286,66229.4131424544,73949.4060854399,376000,0.268617021276596,45000,0.28,7,0.785714285714286,76387.2985937511,5,7
"HAKENRTN",6,"Europe (EU)",20,"HAKENRTN_20",118,2,1,2015,NA,376000,364000,0.268617021276596,0.277472527472527,45000,45000,0.28,0.28,7,6.82222222222222,0.785714285714286,0.785714285714286,76387.2985937511,73949.4060854399,376000,0.268617021276596,45000,0.28,7,0.785714285714286,76387.2985937511,5,7
"HAKENRTN",6,"Europe (EU)",21,"HAKENRTN_21",119,1,1,2016,NA,391000,333000,0.304347826086957,0.357357357357357,45000,45000,0.28,0.28,7.71111111111111,6.44444444444444,0.821428571428571,0.964285714285714,79434.6642291401,67651.5171056359,391000,0.304347826086957,45000,0.28,7.71111111111111,0.821428571428571,79434.6642291401,6,7
"SOLEVIIIab",26,"Europe (EU)",7,"SOLEVIIIab_7",544,1,1,2012,NA,17700,16800,0.24406779661017,0.257142857142857,13000,13000,0.26,0.26,1.17692307692308,1.13076923076923,1.63076923076923,1.78076923076923,3864.70429839199,3668.19391033816,16800,0.257142857142857,10600,0.33,1.33962264150943,NA,4505.99436942775,2,7
"SOLEVIIIab",26,"Europe (EU)",8,"SOLEVIIIab_8",545,2,1,2012,NA,17000,16800,0.254117647058824,0.257142857142857,13000,13000,0.26,0.26,1.13076923076923,1.13076923076923,1.72692307692308,1.78076923076923,3711.86288546123,3668.19391033816,16800,0.257142857142857,10600,0.33,1.33962264150943,NA,4505.99436942775,2,7
"SOLEVIIIab",26,"Europe (EU)",9,"SOLEVIIIab_9",546,3,1,2012,NA,17000,16800,0.254117647058824,0.257142857142857,10600,13000,0.33,0.26,1.36792452830189,1.13076923076923,1.38787878787879,1.78076923076923,4559.63715953999,3668.19391033816,16800,0.257142857142857,10600,0.33,1.33962264150943,NA,4505.99436942775,2,7
"SOLEVIIIab",26,"Europe (EU)",10,"SOLEVIIIab_10",527,4,1,2012,NA,16800,16800,0.257142857142857,0.257142857142857,10600,13000,0.33,0.26,1.34905660377358,1.13076923076923,1.41818181818182,1.78076923076923,4505.99436942775,3668.19391033816,16800,0.257142857142857,10600,0.33,1.33962264150943,NA,4505.99436942775,2,7
"SOLEVIIIab",26,"Europe (EU)",11,"SOLEVIIIab_11",528,5,1,2012,NA,16800,16800,0.257142857142857,0.257142857142857,10600,13000,0.33,0.26,1.33962264150943,1.13076923076923,NA,1.78076923076923,4505.99436942775,3668.19391033816,16800,0.257142857142857,10600,0.33,1.33962264150943,NA,4505.99436942775,2,7
"SOLEVIIIab",26,"Europe (EU)",12,"SOLEVIIIab_12",529,1,1,2013,NA,15600,15800,0.271794871794872,0.267721518987342,13000,13000,0.26,0.26,1.02307692307692,1.05384615384615,1.81153846153846,1.80384615384615,3406.18005959972,3449.84903472279,15700,0.270063694267516,10600,0.33,1.24528301886792,NA,4210.95902381046,3,7
"SOLEVIIIab",26,"Europe (EU)",13,"SOLEVIIIab_13",530,2,1,2013,NA,15700,15800,0.270063694267516,0.267721518987342,10600,13000,0.33,0.26,1.25471698113208,1.05384615384615,1.4,1.80384615384615,4210.95902381046,3449.84903472279,15700,0.270063694267516,10600,0.33,1.24528301886792,NA,4210.95902381046,3,7
"SOLEVIIIab",26,"Europe (EU)",14,"SOLEVIIIab_14",531,3,1,2013,NA,15600,15800,0.271794871794872,0.267721518987342,10600,13000,0.33,0.26,1.23584905660377,1.05384615384615,1.41515151515152,1.80384615384615,4184.13762875434,3449.84903472279,15700,0.270063694267516,10600,0.33,1.24528301886792,NA,4210.95902381046,3,7
"SOLEVIIIab",26,"Europe (EU)",15,"SOLEVIIIab_15",532,4,1,2013,NA,15700,15800,0.270063694267516,0.267721518987342,10600,13000,0.33,0.26,1.24528301886792,1.05384615384615,NA,1.80384615384615,4210.95902381046,3449.84903472279,15700,0.270063694267516,10600,0.33,1.24528301886792,NA,4210.95902381046,3,7
"SOLEVIIIab",26,"Europe (EU)",16,"SOLEVIIIab_16",533,1,1,2014,NA,12600,14400,0.311904761904762,0.272916666666667,10600,13000,0.33,0.26,0.952830188679245,0.815384615384615,1.32727272727273,1.84615384615385,3379.49577707081,3144.16620886128,12900,0.304651162790698,10600,0.33,0.971698113207547,NA,3459.95996223917,4,7
"SOLEVIIIab",26,"Europe (EU)",17,"SOLEVIIIab_17",534,2,1,2014,NA,12600,14400,0.311904761904762,0.272916666666667,10600,13000,0.33,0.26,0.952830188679245,0.815384615384615,1.32727272727273,1.84615384615385,3379.49577707081,3144.16620886128,12900,0.304651162790698,10600,0.33,0.971698113207547,NA,3459.95996223917,4,7
"SOLEVIIIab",26,"Europe (EU)",18,"SOLEVIIIab_18",535,3,1,2014,NA,12900,14400,0.304651162790698,0.272916666666667,10600,13000,0.33,0.26,0.971698113207547,0.815384615384615,NA,1.84615384615385,3459.95996223917,3144.16620886128,12900,0.304651162790698,10600,0.33,0.971698113207547,NA,3459.95996223917,4,7
"SOLEVIIIab",26,"Europe (EU)",19,"SOLEVIIIab_19",536,1,1,2015,NA,13200,13100,0.275757575757576,0.277862595419847,10600,10600,0.33,0.33,0.930188679245283,0.917924528301887,1.29090909090909,1.33636363636364,3540.42414740752,3513.6027523514,13000,0.285384615384615,10600,0.33,0.924528301886792,NA,3486.78135729528,5,7
"SOLEVIIIab",26,"Europe (EU)",20,"SOLEVIIIab_20",538,2,1,2015,NA,13000,13100,0.285384615384615,0.277862595419847,10600,10600,0.33,0.33,0.924528301886792,0.917924528301887,NA,1.33636363636364,3486.78135729528,3513.6027523514,13000,0.285384615384615,10600,0.33,0.924528301886792,NA,3486.78135729528,5,7
"SOLEVIIIab",26,"Europe (EU)",21,"SOLEVIIIab_21",539,1,1,2016,NA,13700,14300,0.245985401459854,0.228671328671329,10600,10600,0.33,0.33,0.981132075471698,1.0377358490566,NA,1.1030303030303,3674.53112268811,3835.45949302481,13700,0.245985401459854,10600,0.33,0.981132075471698,NA,3674.53112268811,6,7
"SOLECS",20,"Europe (EU)",7,"SOLECS_7",418,1,1,2012,NA,4500,5110,0.448,0.447,2200,2200,0.31,0.31,1.40454545454545,1.67727272727273,1.44516129032258,1.44193548387097,1144.40951478008,1299.54058233916,4260,0.442,2400,0.27,1.24166666666667,1.63703703703704,961.398305137607,2,7
"SOLECS",20,"Europe (EU)",8,"SOLECS_8",419,2,1,2012,NA,4680,5110,0.405,0.447,2200,2200,0.31,0.31,1.50454545454545,1.67727272727273,1.30645161290323,1.44193548387097,1190.18589537129,1299.54058233916,4260,0.442,2400,0.27,1.24166666666667,1.63703703703704,961.398305137607,2,7
"SOLECS",20,"Europe (EU)",9,"SOLECS_9",420,3,1,2012,NA,4640,5110,0.403,0.447,2400,2200,0.27,0.31,1.36666666666667,1.67727272727273,1.49259259259259,1.44193548387097,1047.15683939871,1299.54058233916,4260,0.442,2400,0.27,1.24166666666667,1.63703703703704,961.398305137607,2,7
"SOLECS",20,"Europe (EU)",10,"SOLECS_10",401,4,1,2012,NA,4510,5110,0.417,0.447,2400,2200,0.27,0.31,1.325,1.67727272727273,1.54444444444444,1.44193548387097,1017.81839346728,1299.54058233916,4260,0.442,2400,0.27,1.24166666666667,1.63703703703704,961.398305137607,2,7
"SOLECS",20,"Europe (EU)",11,"SOLECS_11",402,5,1,2012,NA,4260,5110,0.442,0.447,2400,2200,0.27,0.31,1.24166666666667,1.67727272727273,1.63703703703704,1.44193548387097,961.398305137607,1299.54058233916,4260,0.442,2400,0.27,1.24166666666667,1.63703703703704,961.398305137607,2,7
"SOLECS",20,"Europe (EU)",12,"SOLECS_12",403,1,1,2013,NA,4410,4230,0.401,0.524,2200,2200,0.31,0.31,1.31363636363636,1.16363636363636,1.29354838709677,1.69032258064516,1121.52132448448,1075.74494389328,3990,0.427,2400,0.27,1.04583333333333,1.58148148148148,900.464609741562,3,7
"SOLECS",20,"Europe (EU)",13,"SOLECS_13",404,2,1,2013,NA,4430,4230,0.388,0.524,2400,2200,0.27,0.31,1.19166666666667,1.16363636363636,1.43703703703704,1.69032258064516,999.763965201784,1075.74494389328,3990,0.427,2400,0.27,1.04583333333333,1.58148148148148,900.464609741562,3,7
"SOLECS",20,"Europe (EU)",14,"SOLECS_14",405,3,1,2013,NA,4290,4230,0.406,0.524,2400,2200,0.27,0.31,1.14166666666667,1.16363636363636,1.5037037037037,1.69032258064516,968.168715737168,1075.74494389328,3990,0.427,2400,0.27,1.04583333333333,1.58148148148148,900.464609741562,3,7
"SOLECS",20,"Europe (EU)",15,"SOLECS_15",406,4,1,2013,NA,3990,4230,0.427,0.524,2400,2200,0.27,0.31,1.04583333333333,1.16363636363636,1.58148148148148,1.69032258064516,900.464609741562,1075.74494389328,3990,0.427,2400,0.27,1.04583333333333,1.58148148148148,900.464609741562,3,7
"SOLECS",20,"Europe (EU)",16,"SOLECS_16",407,1,1,2014,NA,3980,4000,0.408,0.436,2400,2200,0.27,0.31,1.17916666666667,1.29545454545455,1.51111111111111,1.40645161290323,898.207806208375,1017.25290202674,3640,0.472,2400,0.27,1.05416666666667,1.74814814814815,821.476486080021,4,7
"SOLECS",20,"Europe (EU)",17,"SOLECS_17",408,2,1,2014,NA,3840,4000,0.435,0.436,2400,2200,0.27,0.31,1.12083333333333,1.29545454545455,1.61111111111111,1.40645161290323,866.612556743759,1017.25290202674,3640,0.472,2400,0.27,1.05416666666667,1.74814814814815,821.476486080021,4,7
"SOLECS",20,"Europe (EU)",18,"SOLECS_18",409,3,1,2014,NA,3640,4000,0.472,0.436,2400,2200,0.27,0.31,1.05416666666667,1.29545454545455,1.74814814814815,1.40645161290323,821.476486080021,1017.25290202674,3640,0.472,2400,0.27,1.05416666666667,1.74814814814815,821.476486080021,4,7
"SOLECS",20,"Europe (EU)",19,"SOLECS_19",410,1,1,2015,NA,4140,4990,0.33,0.305,2400,2400,0.27,0.27,1.06666666666667,1.12916666666667,1.22222222222222,1.12962962962963,934.316662739365,1126.14496306025,3820,0.378,2400,0.27,0.979166666666667,1.4,862.098949677385,5,7
"SOLECS",20,"Europe (EU)",20,"SOLECS_20",412,2,1,2015,NA,3820,4990,0.378,0.305,2400,2400,0.27,0.27,0.979166666666667,1.12916666666667,1.4,1.12962962962963,862.098949677385,1126.14496306025,3820,0.378,2400,0.27,0.979166666666667,1.4,862.098949677385,5,7
"SOLECS",20,"Europe (EU)",21,"SOLECS_21",413,1,1,2016,NA,3890,4630,0.435,0.37,2400,2400,0.27,0.27,0.925,1.05416666666667,1.61111111111111,1.37037037037037,877.896574409693,1044.90003586552,3890,0.435,2400,0.27,0.925,1.61111111111111,877.896574409693,6,7
"SOLEIS",22,"Europe (EU)",7,"SOLEIS_7",460,1,1,2012,NA,1270,1240,0.234645669291339,0.237096774193548,3100,3100,0.16,0.16,0.367741935483871,0.364516129032258,1.91875,1.8875,178.931991402751,174.705251448356,1310,0.244274809160305,3500,0.2,0.334285714285714,1.48,226.3520872713,2,7
"SOLEIS",22,"Europe (EU)",8,"SOLEIS_8",461,2,1,2012,NA,1330,1240,0.22406015037594,0.237096774193548,3100,3100,0.16,0.16,0.383870967741935,0.364516129032258,1.81875,1.8875,187.385471311543,174.705251448356,1310,0.244274809160305,3500,0.2,0.334285714285714,1.48,226.3520872713,2,7
"SOLEIS",22,"Europe (EU)",9,"SOLEIS_9",462,3,1,2012,NA,1300,1240,0.229230769230769,0.237096774193548,3500,3100,0.2,0.16,0.334285714285714,0.364516129032258,1.49,1.8875,224.624208742511,174.705251448356,1310,0.244274809160305,3500,0.2,0.334285714285714,1.48,226.3520872713,2,7
"SOLEIS",22,"Europe (EU)",10,"SOLEIS_10",443,4,1,2012,NA,1330,1240,0.240601503759398,0.237096774193548,3500,3100,0.2,0.16,0.337142857142857,0.364516129032258,1.475,1.8875,229.807844328877,174.705251448356,1310,0.244274809160305,3500,0.2,0.334285714285714,1.48,226.3520872713,2,7
"SOLEIS",22,"Europe (EU)",11,"SOLEIS_11",444,5,1,2012,NA,1310,1240,0.244274809160305,0.237096774193548,3500,3100,0.2,0.16,0.334285714285714,0.364516129032258,1.48,1.8875,226.3520872713,174.705251448356,1310,0.244274809160305,3500,0.2,0.334285714285714,1.48,226.3520872713,2,7
"SOLEIS",22,"Europe (EU)",12,"SOLEIS_12",445,1,1,2013,NA,1280,1240,0.115625,0.119354838709677,3100,3100,0.16,0.16,0.374193548387097,0.358064516129032,0.95,1.03125,180.340904720883,174.705251448356,1230,0.129268292682927,3500,0.2,0.317142857142857,0.825,212.529059040991,3,7
"SOLEIS",22,"Europe (EU)",13,"SOLEIS_13",446,2,1,2013,NA,1220,1240,0.121311475409836,0.119354838709677,3500,3100,0.2,0.16,0.314285714285714,0.358064516129032,0.86,1.03125,210.801180512203,174.705251448356,1230,0.129268292682927,3500,0.2,0.317142857142857,0.825,212.529059040991,3,7
"SOLEIS",22,"Europe (EU)",14,"SOLEIS_14",447,3,1,2013,NA,1250,1240,0.1272,0.119354838709677,3500,3100,0.2,0.16,0.322857142857143,0.358064516129032,0.82,1.03125,215.984816098568,174.705251448356,1230,0.129268292682927,3500,0.2,0.317142857142857,0.825,212.529059040991,3,7
"SOLEIS",22,"Europe (EU)",15,"SOLEIS_15",448,4,1,2013,NA,1230,1240,0.129268292682927,0.119354838709677,3500,3100,0.2,0.16,0.317142857142857,0.358064516129032,0.825,1.03125,212.529059040991,174.705251448356,1230,0.129268292682927,3500,0.2,0.317142857142857,0.825,212.529059040991,3,7
"SOLEIS",22,"Europe (EU)",16,"SOLEIS_16",449,1,1,2014,NA,978,1020,0.101226993865031,0.0970588235294118,3500,3100,0.2,0.16,0.253142857142857,0.303870967741936,0.605,0.6625,168.98652011552,143.709158449454,989,0.108190091001011,3500,0.2,0.255428571428571,0.585,170.887186497187,4,7
"SOLEIS",22,"Europe (EU)",17,"SOLEIS_17",450,2,1,2014,NA,1010,1020,0.105940594059406,0.0970588235294118,3500,3100,0.2,0.16,0.261714285714286,0.303870967741936,0.57,0.6625,174.515731407643,143.709158449454,989,0.108190091001011,3500,0.2,0.255428571428571,0.585,170.887186497187,4,7
"SOLEIS",22,"Europe (EU)",18,"SOLEIS_18",451,3,1,2014,NA,989,1020,0.108190091001011,0.0970588235294118,3500,3100,0.2,0.16,0.255428571428571,0.303870967741936,0.585,0.6625,170.887186497187,143.709158449454,989,0.108190091001011,3500,0.2,0.255428571428571,0.585,170.887186497187,4,7
"SOLEIS",22,"Europe (EU)",19,"SOLEIS_19",452,1,1,2015,NA,1620,1590,0.0512345679012346,0.0477987421383648,3500,3500,0.2,0.2,0.391428571428571,0.382857142857143,0.3515,0.377,279.916321663745,274.732686077379,1570,0.0528662420382166,3500,0.2,0.382857142857143,0.3645,271.276929019802,5,7
"SOLEIS",22,"Europe (EU)",20,"SOLEIS_20",454,2,1,2015,NA,1570,1590,0.0528662420382166,0.0477987421383648,3500,3500,0.2,0.2,0.382857142857143,0.382857142857143,0.3645,0.377,271.276929019802,274.732686077379,1570,0.0528662420382166,3500,0.2,0.382857142857143,0.3645,271.276929019802,5,7
"SOLEIS",22,"Europe (EU)",21,"SOLEIS_21",455,1,1,2016,NA,1750,1820,0.0211428571428571,0.0203296703296703,3500,3500,0.2,0.2,0.365714285714286,0.38,0.1755,0.171,302.378742537996,314.473892239516,1750,0.0211428571428571,3500,0.2,0.365714285714286,0.1755,302.378742537996,6,7
"WHITNS-VIId",28,"Europe (EU)",7,"WHITNS-VIId_7",586,1,1,2012,NA,469000,518000,0.0535181236673774,0.0492277992277992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283000,0.106713780918728,NA,0.172,NA,1.2093023255814,44719.8939933145,2,7
