"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1"
"WGCSE-SOLECS-1970-2017-ICESIMP2018","SOLECS","ICES","WGCSE","1970-2017",1970,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Celtic Sea","multinational-ICES-VIIf-g","Common sole Celtic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.7fg.pdf","Current","Belgium",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1971,2017,1971,2016,1971,2016,2016,2,2010,2009,"WGCSE-SOLECS-1970-2017-ICESIMP2018_2010","WGCSE-SOLECS-1970-2017-ICESIMP2018_2009",4890,5200,"TBbest-MT","MT",4890,5200,4890,5200,NA,NA,3100,2860,NA,NA
"WGCSE-SOLECS-1970-2018-ICESIMP2018","SOLECS","ICES","WGCSE","1970-2018",1970,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Celtic Sea","multinational-ICES-VIIf-g","Common sole Celtic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"","Current","Belgium",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1971,2018,1971,2017,1971,2017,2017,1,2010,2009,"WGCSE-SOLECS-1970-2018-ICESIMP2018_2010","WGCSE-SOLECS-1970-2018-ICESIMP2018_2009",4560,4850,"TBbest-MT","MT",4560,4850,4560,4850,NA,NA,2830,2580,NA,NA
"WGSSDS-SOLECS-1970-2011-NEUBAUER","SOLECS","ICES","WGSSDS","1970-2011",1970,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","Celtic Sea","multinational-ICES-VIIf-g","Common sole Celtic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGCSE/07.13_Sole%20VIIfg.pdf","Current","Belgium",27,"NULL","0.1","NULL","",NA,NA,1971,2011,1971,2011,1971,2010,2010,7,2010,2009,"WGSSDS-SOLECS-1970-2011-NEUBAUER_2010","WGSSDS-SOLECS-1970-2011-NEUBAUER_2009",5490,5790,"TBbest-MT","MT",5490,5790,5490,5790,NA,NA,3870,3760,NA,NA
"WGBFAS-SOLEIIIa-2224-1982-2013-ICESIMP2016","SOLEIIIa-2224","ICES","WGBFAS","1982-2013",1982,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-kask.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1984,2013,1984,2012,1984,2013,2012,6,2010,2009,"WGBFAS-SOLEIIIa-2224-1982-2013-ICESIMP2016_2010","WGBFAS-SOLEIIIa-2224-1982-2013-ICESIMP2016_2009",1700,1980,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,1700,1980,NA,NA
"WGBFAS-SOLEIIIa-2224-1982-2014-ICESIMP2016","SOLEIIIa-2224","ICES","WGBFAS","1982-2014",1982,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-kask.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1984,2014,1984,2013,1984,2013,2013,5,2010,2009,"WGBFAS-SOLEIIIa-2224-1982-2014-ICESIMP2016_2010","WGBFAS-SOLEIIIa-2224-1982-2014-ICESIMP2016_2009",1620,1890,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,1620,1890,NA,NA
"WGBFAS-SOLEIIIa-2224-1983-2015-ICESIMP2016","SOLEIIIa-2224","ICES","WGBFAS","1983-2015",1983,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-kask.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1984,2015,1984,2014,1984,2014,2014,4,2010,2009,"WGBFAS-SOLEIIIa-2224-1983-2015-ICESIMP2016_2010","WGBFAS-SOLEIIIa-2224-1983-2015-ICESIMP2016_2009",2220,2460,"SSB-MT","MT",2780,2990,2780,2990,NA,NA,2220,2460,NA,NA
"WGBFAS-SOLEIIIa-2224-1983-2016-ICESIMP2016","SOLEIIIa-2224","ICES","WGBFAS","1983-2016",1983,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-kask.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1984,2016,1984,2015,1984,2015,2015,3,2010,2009,"WGBFAS-SOLEIIIa-2224-1983-2016-ICESIMP2016_2010","WGBFAS-SOLEIIIa-2224-1983-2016-ICESIMP2016_2009",2180,2440,"SSB-MT","MT",2860,3070,2860,3070,NA,NA,2180,2440,NA,NA
"WGBFAS-SOLEIIIa-2224-1983-2017-ICESIMP2018","SOLEIIIa-2224","ICES","WGBFAS","1983-2017",1983,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.20-24.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1984,2017,1984,2016,1984,2016,2016,2,2010,2009,"WGBFAS-SOLEIIIa-2224-1983-2017-ICESIMP2018_2010","WGBFAS-SOLEIIIa-2224-1983-2017-ICESIMP2018_2009",2080,2350,"SSB-MT","MT",2740,2970,2740,2970,NA,NA,2080,2350,NA,NA
"WGBFAS-SOLEIIIa-2224-1983-2018-ICESIMP2018","SOLEIIIa-2224","ICES","WGBFAS","1983-2018",1983,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"","Current","Denmark",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1984,2018,1984,2017,1984,2017,2017,1,2010,2009,"WGBFAS-SOLEIIIa-2224-1983-2018-ICESIMP2018_2010","WGBFAS-SOLEIIIa-2224-1983-2018-ICESIMP2018_2009",2090,2390,"SSB-MT","MT",2760,3000,2760,3000,NA,NA,2090,2390,NA,NA
"WGNSSK-SOLEIIIa-2224-1982-2011-NEUBAUER","SOLEIIIa-2224","ICES","WGNSSK","1982-2011",1982,2011,"Statistical catch at age model","TSA","State-space catch at age time series analysis","multinational","Europe (EU)","ICES 22-24-3a","multinational-ICES-22-24-IIIa","Common sole ICES 22-24-3a","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGBFAS/Sec%2003%20Sole%20in%20Division%20IIIa%20and%20Subdivisions%2022-23.pdf","Current","Denmark",27,"NULL","0.1","NULL","",NA,NA,1984,2011,1984,2010,1982,2010,2010,7,2010,2009,"WGNSSK-SOLEIIIa-2224-1982-2011-NEUBAUER_2010","WGNSSK-SOLEIIIa-2224-1982-2011-NEUBAUER_2009",1830,2130,"SSB-MT","MT",2530,2910,2530,2910,NA,NA,1830,2130,NA,NA
"WGCSE-SOLEIS-1968-2013-ICESIMP2016","SOLEIS","ICES","WGCSE","1968-2013",1968,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-iris.pdf","Current","Belgium",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1970,2013,1970,2012,1970,2012,2012,6,2011,2010,"WGCSE-SOLEIS-1968-2013-ICESIMP2016_2011","WGCSE-SOLEIS-1968-2013-ICESIMP2016_2010",1240,1490,"TBbest-MT","MT",1240,1490,1240,1490,NA,NA,1100,1230,NA,NA
"WGCSE-SOLEIS-1968-2014-ICESIMP2016","SOLEIS","ICES","WGCSE","1968-2014",1968,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-iris.pdf","Current","Belgium",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1970,2014,1970,2013,1970,2013,2013,5,2011,2010,"WGCSE-SOLEIS-1968-2014-ICESIMP2016_2011","WGCSE-SOLEIS-1968-2014-ICESIMP2016_2010",1260,1480,"TBbest-MT","MT",1260,1480,1260,1480,NA,NA,1100,1220,NA,NA
"WGCSE-SOLEIS-1968-2015-ICESIMP2016","SOLEIS","ICES","WGCSE","1968-2015",1968,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-iris.pdf","Current","Belgium",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1970,2015,1970,2014,1970,2014,2014,4,2011,2010,"WGCSE-SOLEIS-1968-2015-ICESIMP2016_2011","WGCSE-SOLEIS-1968-2015-ICESIMP2016_2010",1300,1510,"TBbest-MT","MT",1300,1510,1300,1510,NA,NA,1130,1240,NA,NA
"WGCSE-SOLEIS-1968-2016-ICESIMP2016","SOLEIS","ICES","WGCSE","1968-2016",1968,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-iris.pdf","Current","Belgium",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1970,2016,1970,2015,1970,2015,2015,3,2011,2010,"WGCSE-SOLEIS-1968-2016-ICESIMP2016_2011","WGCSE-SOLEIS-1968-2016-ICESIMP2016_2010",1260,1470,"TBbest-MT","MT",1260,1470,1260,1470,NA,NA,1100,1200,NA,NA
"WGCSE-SOLEIS-1968-2017-ICESIMP2018","SOLEIS","ICES","WGCSE","1968-2017",1968,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"","Current","Belgium",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1970,2017,1970,2016,1970,2016,2016,2,2011,2010,"WGCSE-SOLEIS-1968-2017-ICESIMP2018_2011","WGCSE-SOLEIS-1968-2017-ICESIMP2018_2010",1270,1480,"TBbest-MT","MT",1270,1480,1270,1480,NA,NA,1110,1210,NA,NA
"WGCSE-SOLEIS-1968-2018-ICESIMP2018","SOLEIS","ICES","WGCSE","1968-2018",1968,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"","Current","Belgium",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1970,2018,1970,2017,1970,2017,2017,1,2011,2010,"WGCSE-SOLEIS-1968-2018-ICESIMP2018_2011","WGCSE-SOLEIS-1968-2018-ICESIMP2018_2010",1270,1480,"TBbest-MT","MT",1270,1480,1270,1480,NA,NA,1110,1210,NA,NA
"WGNSDS-SOLEIS-1968-2011-NEUBAUER","SOLEIS","ICES","WGNSDS","1968-2011",1968,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","Irish Sea","multinational-ICES-VIIa","Common sole Irish Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGCSE/06.8_Sole%20VIIa.pdf","Current","Belgium",27,"NULL","0.1","NULL","",NA,NA,1970,2011,1970,2011,1970,2011,2011,7,2011,2010,"WGNSDS-SOLEIS-1968-2011-NEUBAUER_2011","WGNSDS-SOLEIS-1968-2011-NEUBAUER_2010",1470,1400,"TBbest-MT","MT",1470,1400,1470,1400,NA,NA,1280,1220,NA,NA
"WGNSSK-SOLENS-1956-2010-NEUBAUER","SOLENS","ICES","WGNSSK","1956-2010",1956,2010,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2010%20Sole%20in%20Subarea%20IV.pdf","Current","Netherlands",27,"NULL","0.1","NULL","",NA,NA,1957,2010,1957,2010,1957,2010,2010,7,2010,2009,"WGNSSK-SOLENS-1956-2010-NEUBAUER_2010","WGNSSK-SOLENS-1956-2010-NEUBAUER_2009",35200,34700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,35200,34700,NA,NA
"WGNSSK-SOLENS-1956-2013-ICESIMP2016","SOLENS","ICES","WGNSSK","1956-2013",1956,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2013,1957,2012,1957,2012,2012,6,2010,2009,"WGNSSK-SOLENS-1956-2013-ICESIMP2016_2010","WGNSSK-SOLENS-1956-2013-ICESIMP2016_2009",31700,32000,"SSB-MT","MT",52500,45600,52500,45600,NA,NA,31700,32000,NA,NA
"WGNSSK-SOLENS-1956-2014-ICESIMP2016","SOLENS","ICES","WGNSSK","1956-2014",1956,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2014,1957,2013,1957,2013,2013,5,2010,2009,"WGNSSK-SOLENS-1956-2014-ICESIMP2016_2010","WGNSSK-SOLENS-1956-2014-ICESIMP2016_2009",30200,31100,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,30200,31100,NA,NA
"WGNSSK-SOLENS-1956-2015-ICESIMP2016","SOLENS","ICES","WGNSSK","1956-2015",1956,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2015,1957,2014,1957,2014,2014,4,2010,2009,"WGNSSK-SOLENS-1956-2015-ICESIMP2016_2010","WGNSSK-SOLENS-1956-2015-ICESIMP2016_2009",29200,29400,"SSB-MT","MT",53200,43700,53200,43700,NA,NA,29200,29400,NA,NA
"WGNSSK-SOLENS-1956-2016-ICESIMP2016","SOLENS","ICES","WGNSSK","1956-2016",1956,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1957,2016,1957,2015,1957,2015,2015,3,2010,2009,"WGNSSK-SOLENS-1956-2016-ICESIMP2016_2010","WGNSSK-SOLENS-1956-2016-ICESIMP2016_2009",31000,31600,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,31000,31600,NA,NA
"WGNSSK-SOLENS-1956-2017-ICESIMP2018","SOLENS","ICES","WGNSSK","1956-2017",1956,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.4.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2017,1957,2016,1957,2016,2016,2,2010,2009,"WGNSSK-SOLENS-1956-2017-ICESIMP2018_2010","WGNSSK-SOLENS-1956-2017-ICESIMP2018_2009",31400,32200,"SSB-MT","MT",56100,47200,56100,47200,NA,NA,31400,32200,NA,NA
"WGNSSK-SOLENS-1956-2018-ICESIMP2018","SOLENS","ICES","WGNSSK","1956-2018",1956,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Common sole North Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1957,2018,1957,2017,1957,2017,2017,1,2010,2009,"WGNSSK-SOLENS-1956-2018-ICESIMP2018_2010","WGNSSK-SOLENS-1956-2018-ICESIMP2018_2009",30900,31200,"SSB-MT","MT",55300,45500,55300,45500,NA,NA,30900,31200,NA,NA
"WGCSE-SOLEVIIbc-1908-2016-ICESIMP2018","SOLEVIIbc","ICES","WGCSE","1908-2016",1908,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7bc","multinational-ICES-VIIbc","Common sole ICES 7bc","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.7bc.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,2016,2016,1,2014,2013,"WGCSE-SOLEVIIbc-1908-2016-ICESIMP2018_2014","WGCSE-SOLEVIIbc-1908-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGCSE-SOLEVIIbc-1993-2015-ICESIMP2016","SOLEVIIbc","ICES","WGCSE","1993-2015",1993,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 7bc","multinational-ICES-VIIbc","Common sole ICES 7bc","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-7b-c.pdf","Current","Ireland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,2014,2014,2,2014,2013,"WGCSE-SOLEVIIbc-1993-2015-ICESIMP2016_2014","WGCSE-SOLEVIIbc-1993-2015-ICESIMP2016_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGNSSK-SOLEVIId-1981-2011-NEUBAUER","SOLEVIId","ICES","WGNSSK","1981-2011",1981,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2009%20Sole%20in%20Subarea%20VIId.pdf","Current","France",27,"NULL","0.1","NULL","",NA,NA,1982,2011,1982,2011,1982,2010,2010,7,2010,2009,"WGNSSK-SOLEVIId-1981-2011-NEUBAUER_2010","WGNSSK-SOLEVIId-1981-2011-NEUBAUER_2009",10200,12200,"SSB-MT","MT",21300,23300,21300,23300,NA,NA,10200,12200,NA,NA
"WGNSSK-SOLEVIId-1981-2013-ICESIMP2016","SOLEVIId","ICES","WGNSSK","1981-2013",1981,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-eche.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2013,1982,2012,1982,2012,2012,6,2010,2009,"WGNSSK-SOLEVIId-1981-2013-ICESIMP2016_2010","WGNSSK-SOLEVIId-1981-2013-ICESIMP2016_2009",9150,11600,"SSB-MT","MT",19400,19400,19400,19400,NA,NA,9150,11600,NA,NA
"WGNSSK-SOLEVIId-1981-2014-ICESIMP2016","SOLEVIId","ICES","WGNSSK","1981-2014",1981,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-eche.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2014,1982,2013,1982,2013,2013,5,2010,2009,"WGNSSK-SOLEVIId-1981-2014-ICESIMP2016_2010","WGNSSK-SOLEVIId-1981-2014-ICESIMP2016_2009",9130,11500,"SSB-MT","MT",19600,19300,19600,19300,NA,NA,9130,11500,NA,NA
"WGNSSK-SOLEVIId-1981-2015-ICESIMP2016","SOLEVIId","ICES","WGNSSK","1981-2015",1981,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-eche.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,4,2010,2009,"WGNSSK-SOLEVIId-1981-2015-ICESIMP2016_2010","WGNSSK-SOLEVIId-1981-2015-ICESIMP2016_2009",8990,11500,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,8990,11500,NA,NA
"WGNSSK-SOLEVIId-1981-2016-ICESIMP2016","SOLEVIId","ICES","WGNSSK","1981-2016",1981,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-eche.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2016,1982,2015,1982,2015,2015,3,2010,2009,"WGNSSK-SOLEVIId-1981-2016-ICESIMP2016_2010","WGNSSK-SOLEVIId-1981-2016-ICESIMP2016_2009",9140,11600,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,9140,11600,NA,NA
"WGNSSK-SOLEVIId-1981-2017-ICESIMP2018","SOLEVIId","ICES","WGNSSK","1981-2017",1981,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.7d.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2017,1982,2016,1982,2016,2016,2,2010,2009,"WGNSSK-SOLEVIId-1981-2017-ICESIMP2018_2010","WGNSSK-SOLEVIId-1981-2017-ICESIMP2018_2009",15200,17100,"SSB-MT","MT",22800,25200,22800,25200,NA,NA,15200,17100,NA,NA
"WGNSSK-SOLEVIId-1981-2018-ICESIMP2018","SOLEVIId","ICES","WGNSSK","1981-2018",1981,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Eastern English Channel","multinational-ICES-VIId","Common sole Eastern English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2018,1982,2017,1982,2017,2017,1,2010,2009,"WGNSSK-SOLEVIId-1981-2018-ICESIMP2018_2010","WGNSSK-SOLEVIId-1981-2018-ICESIMP2018_2009",15300,17200,"SSB-MT","MT",22900,25300,22900,25300,NA,NA,15300,17200,NA,NA
"WGCSE-SOLEVIIe-1967-2015-ICESIMP2016","SOLEVIIe","ICES","WGCSE","1967-2015",1967,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Western English Channel","multinational-ICES-VIIe","Common sole Western English Channel","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-echw.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1969,2015,1969,2014,1969,2014,2014,4,2010,2009,"WGCSE-SOLEVIIe-1967-2015-ICESIMP2016_2010","WGCSE-SOLEVIIe-1967-2015-ICESIMP2016_2009",3900,3480,"SSB-MT","MT",4980,4470,4980,4470,NA,NA,3900,3480,NA,NA
